,id,ms_subclass,neighborhood,overall_qual,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_area,exter_qual,foundation,bsmtfin_type_1,bsmtfin_sf_1,heating_qc,1st_flr_sf,gr_liv_area,full_bath,kitchen_qual,fireplaces,garage_finish,garage_area,garage_qual,saleprice,age_sold
1086,1527,50,Crawfor,6,1995,Wd Sdng,Wd Shng,0.0,3,BrkTil,Unf,0.0,5,676,1264,1,3,0,Unf,400.0,3.0,147500,94
1087,1011,60,StoneBr,8,2005,VinylSd,VinylSd,130.0,4,PConc,GLQ,16.0,5,1168,2500,3,5,1,Fin,683.0,3.0,355000,3
1088,1332,45,BrkSide,5,1950,MetalSd,MetalSd,0.0,3,BrkTil,ALQ,784.0,4,784,784,1,4,0,None,0.0,0.0,109500,84
1089,709,30,OldTown,2,1950,MetalSd,MetalSd,0.0,3,BrkTil,None,0.0,2,612,612,1,3,0,Unf,308.0,3.0,45000,69
1090,209,70,ClearCr,7,1950,MetalSd,MetalSd,0.0,3,CBlock,Unf,0.0,5,1207,2403,2,3,2,Unf,349.0,3.0,244400,70
1091,619,20,NAmes,6,1953,HdBoard,HdBoard,238.0,3,CBlock,GLQ,1285.0,3,1644,1644,1,3,2,Fin,418.0,3.0,167000,56
1092,2150,60,CollgCr,7,2002,VinylSd,VinylSd,214.0,4,PConc,Unf,0.0,5,860,1729,2,4,0,Fin,542.0,3.0,200000,5
1093,2704,30,SWISU,5,1950,Wd Sdng,Wd Shng,0.0,3,BrkTil,Unf,0.0,4,879,879,1,3,0,Unf,180.0,3.0,80000,70
1094,2839,20,Edwards,5,1990,WdShing,Plywood,0.0,3,CBlock,Rec,167.0,3,864,864,1,3,0,Unf,572.0,3.0,115000,51
1095,1242,20,NAmes,6,1956,Wd Sdng,Wd Sdng,74.0,3,CBlock,LwQ,616.0,4,1196,1196,1,3,1,RFn,297.0,3.0,139000,52
1096,2714,60,Sawyer,6,1978,HdBoard,HdBoard,203.0,3,CBlock,ALQ,209.0,3,672,1400,1,3,1,Fin,440.0,3.0,149500,28
1097,799,70,Edwards,4,1950,MetalSd,MetalSd,0.0,3,CBlock,Unf,0.0,3,755,1510,1,3,1,Unf,296.0,2.0,108000,69
1098,1260,190,OldTown,4,2000,MetalSd,MetalSd,0.0,3,BrkTil,None,0.0,3,694,1294,2,3,0,None,0.0,0.0,106250,108
1099,2107,20,CollgCr,7,2006,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1240,1240,2,4,0,RFn,826.0,3.0,194000,1
1100,2486,20,Sawyer,5,1962,Wd Sdng,Wd Sdng,51.0,3,CBlock,LwQ,36.0,5,988,988,1,3,0,Unf,624.0,3.0,129500,44
1101,1911,90,NAmes,5,1968,MetalSd,MetalSd,0.0,3,CBlock,Unf,0.0,3,1560,1560,2,3,0,Unf,792.0,3.0,126000,39
1102,896,20,Edwards,5,1950,MetalSd,MetalSd,0.0,3,CBlock,Rec,1078.0,3,1368,1368,1,3,0,RFn,195.0,3.0,120000,59
1103,272,20,CollgCr,7,2005,VinylSd,VinylSd,109.0,4,PConc,GLQ,712.0,5,1484,1484,2,4,0,RFn,606.0,3.0,213000,6
1104,2521,120,Greens,8,1980,Wd Sdng,Wd Sdng,0.0,4,CBlock,GLQ,807.0,3,1226,1226,1,4,1,Fin,484.0,3.0,190000,26
1105,2324,20,Gilbert,6,1994,HdBoard,HdBoard,112.0,3,PConc,GLQ,705.0,4,1169,1169,2,3,1,Fin,402.0,3.0,183500,13
1106,1953,80,NAmes,7,1999,Plywood,Plywood,364.0,3,CBlock,Rec,242.0,3,1035,1651,2,3,2,Unf,276.0,3.0,172000,44
1107,887,20,Edwards,4,1958,MetalSd,MetalSd,0.0,3,CBlock,ALQ,690.0,5,816,816,1,3,1,Unf,288.0,2.0,100000,71
1108,1479,20,CollgCr,7,2007,VinylSd,VinylSd,212.0,4,PConc,GLQ,56.0,5,1564,1564,2,4,0,RFn,814.0,3.0,218836,1
1109,1317,190,OldTown,6,2000,Wd Sdng,Wd Sdng,0.0,3,BrkTil,Unf,0.0,5,1221,1912,2,3,1,Unf,672.0,4.0,163000,103
1110,1750,20,Gilbert,7,2006,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1525,1525,2,4,1,RFn,534.0,3.0,206580,1
1111,2815,60,CollgCr,6,2006,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,728,1456,2,4,1,Fin,390.0,3.0,163990,1
1112,2692,70,IDOTRR,5,2004,AsbShng,Plywood,0.0,2,BrkTil,Unf,0.0,4,665,1330,1,3,0,Unf,390.0,3.0,116500,96
1113,1090,60,Gilbert,7,2003,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,840,1720,2,4,1,Fin,400.0,3.0,188000,6
1114,1912,85,NAmes,5,1966,HdBoard,HdBoard,87.0,3,CBlock,GLQ,602.0,5,1280,1280,2,3,1,Fin,432.0,3.0,175000,41
1115,1634,120,StoneBr,8,1988,CemntBd,CmentBd,0.0,4,CBlock,GLQ,248.0,4,1179,1179,2,3,0,RFn,480.0,3.0,182000,19
1116,1974,30,OldTown,5,1980,MetalSd,MetalSd,0.0,4,BrkTil,Unf,0.0,3,960,960,1,3,0,RFn,576.0,3.0,103000,81
1117,1764,20,NoRidge,10,2002,VinylSd,VinylSd,705.0,5,PConc,GLQ,1282.0,5,2633,2633,2,5,2,RFn,804.0,3.0,466500,6
1118,634,20,NAmes,6,1998,MetalSd,MetalSd,0.0,4,CBlock,ALQ,708.0,3,988,988,2,4,0,Unf,297.0,3.0,149500,50
1119,1683,120,NPkVill,7,1978,Plywood,Brk Cmn,0.0,3,CBlock,GLQ,632.0,3,1055,1055,2,3,0,Unf,319.0,3.0,142500,29
1120,2199,30,Crawfor,5,1950,Stucco,Plywood,0.0,3,PConc,BLQ,319.0,3,1422,1422,1,3,0,Unf,352.0,3.0,136500,81
1121,2789,160,Landmrk,6,1994,VinylSd,VinylSd,0.0,3,PConc,GLQ,338.0,5,630,1320,2,3,0,Unf,484.0,3.0,137000,13
1122,1018,20,NWAmes,7,1988,Plywood,Wd Sdng,102.0,4,CBlock,GLQ,983.0,5,1688,1688,2,5,1,RFn,528.0,3.0,226500,20
1123,14,20,Gilbert,7,1990,HdBoard,HdBoard,0.0,3,PConc,GLQ,637.0,4,1341,1341,1,4,1,Unf,506.0,3.0,171500,20
1124,2782,80,CollgCr,5,1976,MetalSd,MetalSd,0.0,3,CBlock,ALQ,483.0,4,954,954,1,3,0,Unf,576.0,3.0,132500,30
1125,2626,90,NAmes,3,1950,Stucco,Stucco,340.0,3,Slab,None,0.0,2,1040,1040,2,3,0,Unf,400.0,3.0,87500,57
1126,1175,60,Somerst,7,2001,VinylSd,VinylSd,513.0,3,PConc,GLQ,681.0,5,872,1789,2,3,1,Fin,546.0,3.0,223000,7
1127,1232,20,NAmes,6,2005,Wd Sdng,Wd Sdng,237.0,4,CBlock,Unf,0.0,3,1537,1537,1,4,1,RFn,462.0,3.0,174000,46
1128,2590,20,NAmes,5,1991,MetalSd,MetalSd,0.0,3,CBlock,Rec,741.0,5,884,884,1,3,0,Fin,270.0,3.0,142000,55
1129,2463,20,Somerst,8,2006,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1489,1489,2,4,1,RFn,776.0,3.0,232600,0
1130,2358,20,NWAmes,6,1999,HdBoard,HdBoard,99.0,3,CBlock,ALQ,663.0,2,1309,1309,1,4,1,RFn,484.0,3.0,181000,32
1131,2911,160,MeadowV,6,1973,CemntBd,CmentBd,0.0,3,CBlock,ALQ,837.0,4,1291,2521,2,3,1,Fin,576.0,3.0,151400,33
1132,1699,20,NridgHt,8,2006,VinylSd,VinylSd,248.0,4,PConc,Unf,0.0,5,1634,1634,2,4,1,RFn,866.0,3.0,250000,1
1133,115,60,NWAmes,7,1988,HdBoard,HdBoard,42.0,3,CBlock,GLQ,394.0,3,980,1714,2,3,1,Unf,496.0,3.0,196500,22
1134,1998,75,OldTown,7,1987,Wd Sdng,Wd Sdng,0.0,3,PConc,Unf,0.0,3,1312,2454,2,3,1,Unf,576.0,3.0,185000,128
1135,589,20,NWAmes,6,1969,HdBoard,HdBoard,200.0,3,CBlock,BLQ,955.0,3,1216,1216,1,3,0,Unf,336.0,3.0,113000,40
1136,1641,20,StoneBr,8,2007,MetalSd,MetalSd,0.0,4,PConc,GLQ,945.0,5,1419,1419,2,4,1,RFn,567.0,3.0,392000,0
1137,2821,90,Edwards,6,1975,WdShing,Plywood,250.0,3,CBlock,GLQ,945.0,3,980,980,2,3,0,None,0.0,0.0,127500,31
1138,1846,160,Somerst,6,2000,MetalSd,MetalSd,216.0,4,PConc,GLQ,417.0,5,769,1573,2,4,0,Unf,440.0,3.0,177000,7
1139,1805,60,Somerst,6,2004,VinylSd,VinylSd,353.0,4,PConc,Unf,0.0,5,1158,2443,2,4,1,RFn,744.0,3.0,265000,3
1140,1853,60,Somerst,8,1998,VinylSd,VinylSd,0.0,4,PConc,GLQ,901.0,5,1220,2362,2,4,2,RFn,1105.0,4.0,312500,9
1141,1321,75,OldTown,10,2000,Wd Sdng,Wd Sdng,0.0,5,BrkTil,Unf,0.0,4,1521,2775,3,4,1,Unf,880.0,4.0,325000,115
1142,564,20,Veenker,8,1980,VinylSd,VinylSd,115.0,4,CBlock,ALQ,1733.0,4,2014,2014,2,4,2,RFn,864.0,3.0,275000,29
1143,1771,60,NoRidge,7,1995,VinylSd,VinylSd,290.0,4,PConc,GLQ,565.0,5,1214,2520,2,4,1,RFn,721.0,3.0,290000,12
1144,90,20,Sawyer,6,2002,Plywood,Plywood,250.0,3,CBlock,BLQ,126.0,5,1494,1494,2,3,2,Fin,461.0,3.0,169000,36
1145,2684,30,BrkSide,5,1950,Wd Sdng,Wd Shng,0.0,3,CBlock,LwQ,616.0,4,616,616,1,3,0,Unf,205.0,3.0,89000,85
1146,13,60,Gilbert,6,1998,VinylSd,VinylSd,0.0,3,PConc,Unf,0.0,4,789,1465,2,3,1,Fin,393.0,3.0,180400,12
1147,445,20,NridgHt,8,2004,VinylSd,VinylSd,296.0,4,PConc,GLQ,1124.0,5,1629,1629,2,4,1,RFn,880.0,3.0,284000,6
1148,1914,20,NAmes,5,1958,Wd Sdng,Wd Sdng,1.0,3,CBlock,Rec,456.0,5,912,912,1,3,0,RFn,275.0,3.0,114500,49
1149,2811,20,CollgCr,7,2006,VinylSd,VinylSd,196.0,4,PConc,GLQ,24.0,5,1552,1552,2,4,0,RFn,782.0,3.0,212900,1
1150,850,20,CollgCr,7,2002,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1430,1430,2,4,0,RFn,605.0,3.0,187100,8
1151,1844,160,Somerst,6,1999,MetalSd,MetalSd,1129.0,3,PConc,GLQ,419.0,4,729,1458,2,3,1,Unf,440.0,3.0,176000,8
1152,2225,20,Crawfor,6,1968,HdBoard,BrkFace,0.0,3,PConc,BLQ,813.0,5,1488,1488,2,3,2,RFn,552.0,3.0,215000,39
1153,1477,60,CollgCr,7,2004,VinylSd,VinylSd,0.0,4,PConc,GLQ,490.0,5,770,1582,2,4,0,RFn,520.0,3.0,185900,4
1154,399,20,NAmes,4,1970,HdBoard,Plywood,0.0,3,CBlock,ALQ,375.0,3,864,864,1,4,0,Unf,660.0,3.0,120500,39
1155,2431,60,Gilbert,5,2005,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,734,1838,2,3,1,Fin,372.0,3.0,192140,1
1156,1605,20,Mitchel,5,2008,VinylSd,VinylSd,0.0,4,CBlock,ALQ,641.0,5,816,816,1,4,1,Unf,264.0,3.0,130500,26
1157,897,50,Edwards,4,1950,WdShing,Wd Shng,0.0,3,Slab,None,0.0,3,1088,1529,2,3,0,Unf,240.0,3.0,98000,64
1158,1426,20,CollgCr,9,2008,VinylSd,VinylSd,554.0,4,PConc,GLQ,2085.0,5,2276,2276,2,5,2,RFn,1348.0,4.0,475000,0
1159,2240,30,IDOTRR,5,1950,MetalSd,MetalSd,0.0,3,BrkTil,Unf,0.0,4,1077,1077,1,3,0,Unf,338.0,1.0,67000,87
1160,1706,60,NridgHt,8,2007,VinylSd,VinylSd,300.0,4,PConc,GLQ,1288.0,5,1610,2161,1,5,1,Fin,789.0,3.0,325624,0
1161,2252,20,Mitchel,7,2002,VinylSd,VinylSd,0.0,4,PConc,GLQ,1392.0,5,1409,1409,1,4,1,RFn,576.0,3.0,245000,5
1162,1136,20,SawyerW,5,2004,VinylSd,VinylSd,0.0,3,PConc,GLQ,646.0,5,1114,1114,1,4,0,Unf,576.0,3.0,159000,4
1163,1877,20,NAmes,5,1965,MetalSd,MetalSd,168.0,3,CBlock,ALQ,836.0,3,1073,1073,1,3,0,RFn,515.0,3.0,156000,42
1164,424,20,NridgHt,10,2008,VinylSd,VinylSd,200.0,5,PConc,GLQ,1767.0,5,2402,2402,2,5,2,Fin,672.0,3.0,555000,1
1165,1182,20,Veenker,6,1984,Plywood,Plywood,0.0,3,PConc,BLQ,660.0,3,1232,1232,2,3,0,Unf,516.0,3.0,162500,24
1166,2750,90,SawyerW,6,1993,HdBoard,HdBoard,0.0,4,PConc,LwQ,261.0,4,1440,1440,2,4,0,Unf,920.0,3.0,224500,13
1167,1016,20,Gilbert,6,1950,AsbShng,AsbShng,44.0,3,CBlock,Unf,0.0,4,1488,1488,2,3,1,RFn,738.0,3.0,133000,58
1168,2436,60,Gilbert,7,2003,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,807,1509,2,4,1,Fin,393.0,3.0,180000,3
1169,1607,20,Mitchel,5,2005,HdBoard,Plywood,0.0,3,CBlock,GLQ,638.0,4,845,845,1,4,0,Unf,264.0,3.0,134500,26
1170,2337,60,StoneBr,10,2006,VinylSd,VinylSd,1031.0,5,PConc,Unf,0.0,5,1426,2945,3,4,1,Fin,641.0,3.0,438780,0
1171,1233,80,NAmes,6,1962,Plywood,Plywood,305.0,3,CBlock,GLQ,371.0,4,1431,1431,1,3,1,RFn,296.0,3.0,165000,46
1172,419,20,NAmes,5,1967,HdBoard,HdBoard,60.0,3,CBlock,BLQ,432.0,3,892,892,1,3,0,RFn,288.0,3.0,100000,42
1173,633,20,NAmes,7,1960,Plywood,Plywood,128.0,3,CBlock,BLQ,544.0,4,1329,1329,1,3,2,Unf,441.0,3.0,176000,49
1174,2722,20,Sawyer,5,1974,Wd Sdng,Plywood,0.0,3,CBlock,ALQ,306.0,3,1779,1779,1,3,1,Unf,454.0,3.0,170000,51
1175,469,120,Blmngtn,7,2007,VinylSd,VinylSd,130.0,4,PConc,Unf,0.0,5,1555,1555,2,4,1,Fin,660.0,3.0,174000,2
1176,1365,50,IDOTRR,6,1950,Stucco,Stucco,0.0,3,PConc,Rec,121.0,3,788,1236,2,3,1,Unf,384.0,3.0,127000,83
1177,1098,60,Gilbert,7,1999,VinylSd,VinylSd,0.0,3,PConc,Unf,0.0,5,873,1651,2,3,1,Fin,450.0,3.0,185900,9
1178,711,30,OldTown,5,1996,MetalSd,MetalSd,0.0,3,BrkTil,Unf,0.0,4,886,886,1,3,0,Unf,273.0,3.0,91300,71
1179,2808,20,CollgCr,6,2003,VinylSd,VinylSd,120.0,4,PConc,GLQ,340.0,5,1700,1700,2,4,0,RFn,544.0,3.0,200000,3
1180,1959,50,NAmes,6,1950,Wd Sdng,Wd Sdng,320.0,3,CBlock,Rec,196.0,5,1168,1846,2,3,1,Unf,315.0,3.0,143000,58
1181,2720,50,Sawyer,5,1958,MetalSd,MetalSd,0.0,4,CBlock,ALQ,57.0,5,1252,1920,2,4,1,Unf,451.0,3.0,172500,48
1182,2170,20,Edwards,4,1963,VinylSd,VinylSd,20.0,3,CBlock,BLQ,132.0,3,1088,1088,1,3,0,Unf,520.0,3.0,110000,44
1183,603,20,NAmes,4,1957,Wd Sdng,Wd Sdng,160.0,3,CBlock,BLQ,775.0,3,1362,1362,1,3,1,RFn,768.0,3.0,140000,52
1184,2113,20,CollgCr,6,2006,VinylSd,VinylSd,0.0,4,PConc,GLQ,24.0,4,1314,1314,2,4,1,RFn,440.0,3.0,176432,1
1185,1146,20,SawyerW,6,1991,HdBoard,HdBoard,88.0,3,CBlock,GLQ,1200.0,4,1294,1294,2,4,0,RFn,496.0,3.0,179200,17
1186,2105,20,CollgCr,7,2007,VinylSd,VinylSd,80.0,4,PConc,GLQ,925.0,5,1274,1274,2,4,0,RFn,508.0,3.0,203000,2
1187,1786,20,Somerst,7,2007,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1689,1689,2,4,0,RFn,954.0,3.0,248328,0
1188,961,20,Timber,9,2008,CemntBd,CmentBd,406.0,5,PConc,GLQ,1115.0,5,1641,1641,2,5,0,Fin,885.0,3.0,316500,1
1189,1405,50,Edwards,7,1950,BrkFace,Plywood,0.0,3,CBlock,Unf,0.0,3,617,1079,1,3,1,Unf,249.0,3.0,125600,60
1190,1324,20,OldTown,5,1959,MetalSd,MetalSd,164.0,3,CBlock,Rec,200.0,4,984,984,1,2,0,Unf,308.0,3.0,110000,49
1191,1986,30,OldTown,4,1950,MetalSd,MetalSd,0.0,3,PConc,ALQ,250.0,4,960,960,1,2,0,Unf,308.0,3.0,108500,87
1192,307,20,IDOTRR,5,1952,Wd Sdng,Wd Sdng,0.0,2,CBlock,Unf,0.0,3,1044,1044,1,2,0,Unf,504.0,3.0,55993,58
1193,180,50,OldTown,5,2009,VinylSd,VinylSd,0.0,3,BrkTil,BLQ,780.0,5,1027,1633,1,4,1,Unf,240.0,3.0,129000,62
1194,2896,20,Timber,6,1987,HdBoard,HdBoard,72.0,3,CBlock,GLQ,980.0,4,1137,1137,2,4,1,Unf,551.0,3.0,176000,19
1195,668,20,NAmes,6,1963,HdBoard,HdBoard,295.0,3,CBlock,Rec,384.0,2,1380,1380,1,3,0,Unf,364.0,3.0,154000,46
1196,1582,20,Timber,6,1986,Plywood,HdBoard,228.0,4,CBlock,GLQ,920.0,5,1256,1256,2,4,1,Unf,578.0,3.0,180000,22
1197,2285,120,MeadowV,5,1976,CemntBd,CmentBd,0.0,3,PConc,ALQ,874.0,3,1142,1142,1,3,1,Fin,528.0,3.0,134000,31
1198,2079,20,Edwards,6,2001,WdShing,Wd Shng,0.0,3,CBlock,ALQ,477.0,3,2158,2158,2,4,1,Unf,576.0,3.0,243000,57
1199,2272,20,Timber,8,2003,VinylSd,VinylSd,236.0,4,PConc,GLQ,1300.0,5,1629,1629,2,4,1,Fin,808.0,3.0,270000,5
1200,2250,20,Mitchel,6,1983,VinylSd,VinylSd,0.0,3,PConc,ALQ,336.0,3,1080,1080,1,3,0,Unf,484.0,3.0,134000,24
1201,502,60,NoRidge,7,1993,HdBoard,HdBoard,256.0,4,PConc,GLQ,987.0,5,1372,2646,2,4,1,RFn,656.0,3.0,260000,16
1202,2166,60,CollgCr,7,2006,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,4,738,1491,2,4,1,RFn,484.0,3.0,168675,1
1203,1622,80,Gilbert,6,1994,HdBoard,HdBoard,32.0,3,PConc,LwQ,186.0,4,924,1694,2,3,1,Fin,398.0,3.0,160000,13
1204,1299,50,OldTown,5,1996,Wd Sdng,HdBoard,0.0,3,BrkTil,Unf,0.0,4,684,1080,1,4,0,None,0.0,0.0,95000,118
1205,832,60,CollgCr,6,2006,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,704,1422,2,4,1,Fin,440.0,3.0,173000,4
1206,2470,20,Somerst,7,2006,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1301,1301,2,4,1,RFn,572.0,3.0,187750,0
1207,1017,60,NWAmes,7,1991,Plywood,Plywood,123.0,3,CBlock,Unf,0.0,4,1236,2093,2,3,1,Fin,542.0,3.0,215000,22
1208,1384,20,Sawyer,5,1967,MetalSd,MetalSd,340.0,3,CBlock,BLQ,221.0,4,1073,1073,1,3,0,RFn,270.0,3.0,120000,41
1209,1790,20,Somerst,7,2006,VinylSd,VinylSd,143.0,4,PConc,GLQ,778.0,5,1506,1506,2,4,1,RFn,672.0,3.0,249000,2
1210,2530,20,NWAmes,7,1967,HdBoard,HdBoard,264.0,3,CBlock,BLQ,553.0,4,1334,1334,2,3,0,RFn,477.0,3.0,164500,39
1211,2893,120,GrnHill,7,1986,BrkFace,Wd Sdng,0.0,4,CBlock,None,0.0,4,1295,1295,2,4,0,RFn,312.0,3.0,230000,20
1212,2027,70,OldTown,7,1990,Wd Sdng,Wd Shng,0.0,3,BrkTil,Rec,336.0,4,672,1344,1,4,1,Unf,456.0,3.0,140000,78
1213,683,20,NAmes,5,1952,MetalSd,MetalSd,0.0,3,CBlock,ALQ,630.0,3,732,732,1,3,0,Unf,240.0,3.0,118900,57
1214,823,20,CollgCr,8,2008,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1468,1468,2,4,1,RFn,904.0,3.0,239900,1
1215,2374,120,NPkVill,6,1975,Plywood,Plywood,0.0,3,CBlock,ALQ,727.0,4,1069,1069,2,3,1,RFn,440.0,3.0,146300,31
1216,1594,120,MeadowV,5,1975,CemntBd,CmentBd,0.0,3,PConc,GLQ,769.0,4,1040,1040,1,3,0,Unf,499.0,3.0,124000,33
1217,2049,190,Sawyer,5,1963,HdBoard,HdBoard,0.0,3,CBlock,ALQ,925.0,3,999,999,1,3,0,Unf,308.0,3.0,130000,44
1218,1813,20,SawyerW,7,2001,VinylSd,VinylSd,108.0,3,PConc,Unf,0.0,5,1349,1349,2,3,0,Unf,539.0,3.0,179000,7
1219,365,20,Gilbert,7,1990,HdBoard,HdBoard,0.0,3,PConc,Unf,0.0,5,1442,1442,2,3,0,RFn,500.0,3.0,180500,19
1220,176,30,OldTown,4,1950,MetalSd,MetalSd,0.0,3,CBlock,Unf,0.0,3,747,747,1,3,0,Unf,220.0,3.0,80000,65
1221,510,20,Somerst,8,2009,CemntBd,CmentBd,194.0,4,PConc,Unf,0.0,5,1578,1578,2,5,1,Fin,840.0,3.0,287090,1
1222,1326,20,OldTown,5,1956,BrkFace,BrkFace,0.0,3,PConc,None,0.0,4,882,882,1,3,0,Unf,308.0,3.0,97000,52
1223,2423,120,Blmngtn,7,2002,VinylSd,VinylSd,40.0,4,PConc,GLQ,1038.0,5,1511,1511,2,4,1,Fin,398.0,3.0,246990,4
1224,1631,20,Gilbert,6,1964,HdBoard,HdBoard,138.0,3,CBlock,BLQ,550.0,2,1128,1128,1,3,1,Unf,480.0,3.0,154204,43
1225,1263,20,NAmes,7,2001,HdBoard,HdBoard,125.0,3,CBlock,BLQ,637.0,5,1312,1312,1,3,1,RFn,495.0,3.0,186000,50
1226,1046,160,BrDale,5,1972,HdBoard,HdBoard,356.0,3,CBlock,Rec,350.0,3,630,1302,2,3,0,Unf,264.0,3.0,111750,36
1227,47,20,NridgHt,9,2004,VinylSd,VinylSd,1095.0,5,PConc,GLQ,1373.0,5,2696,2696,2,5,2,Fin,958.0,3.0,500000,7
1228,1424,60,CollgCr,7,2007,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,628,1356,2,4,1,Fin,484.0,3.0,177439,1
1229,429,60,NridgHt,9,2008,VinylSd,VinylSd,154.0,5,PConc,GLQ,936.0,5,1130,2184,2,5,1,Fin,836.0,3.0,335000,1
1230,1031,60,NWAmes,7,1976,Plywood,Plywood,660.0,3,CBlock,ALQ,403.0,3,1098,1964,2,3,1,RFn,483.0,3.0,205000,32
1231,1635,120,StoneBr,8,1990,CemntBd,CmentBd,0.0,4,PConc,GLQ,926.0,4,1321,1321,1,4,1,RFn,484.0,3.0,212000,17
1232,309,120,Crawfor,8,2005,CemntBd,CmentBd,186.0,4,PConc,GLQ,1373.0,5,1646,1646,2,4,1,Fin,525.0,3.0,246000,6
1233,1020,20,NWAmes,7,1983,WdShing,Plywood,174.0,4,CBlock,GLQ,747.0,3,1260,1260,2,3,0,Unf,598.0,3.0,181900,25
1234,178,50,OldTown,5,2001,Wd Sdng,Wd Sdng,0.0,3,BrkTil,LwQ,234.0,3,926,1316,1,3,0,Unf,484.0,3.0,130000,81
1235,1975,70,OldTown,5,2002,Wd Sdng,Wd Shng,0.0,3,BrkTil,Unf,0.0,5,768,1432,2,3,0,Unf,360.0,3.0,132000,97
1236,2096,60,SawyerW,7,2001,VinylSd,VinylSd,0.0,4,PConc,GLQ,497.0,5,1029,1958,2,4,1,RFn,499.0,3.0,220000,13
1237,865,20,CollgCr,8,2001,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1788,1788,2,5,1,RFn,522.0,3.0,236500,8
1238,385,60,Somerst,8,2009,VinylSd,VinylSd,110.0,4,PConc,GLQ,544.0,5,832,1935,2,3,0,Fin,552.0,3.0,263435,0
1239,1362,50,IDOTRR,6,1958,Wd Sdng,Wd Sdng,0.0,3,BrkTil,Unf,0.0,3,1272,1969,2,3,1,Unf,400.0,3.0,141000,70
1240,1091,60,Gilbert,7,2003,VinylSd,VinylSd,196.0,4,PConc,Unf,0.0,5,847,1986,2,4,1,Fin,434.0,3.0,213000,5
1241,317,20,Timber,7,2010,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1214,1214,2,4,0,RFn,520.0,3.0,179781,1
1242,1076,120,NridgHt,8,2007,MetalSd,MetalSd,176.0,4,PConc,GLQ,846.0,5,1342,1342,2,4,1,Fin,550.0,3.0,234250,2
1243,1573,20,Timber,8,1976,Stone,HdBoard,0.0,4,CBlock,ALQ,1165.0,3,2898,2898,2,4,1,Fin,665.0,3.0,287000,32
1244,485,60,Gilbert,8,2002,VinylSd,VinylSd,0.0,4,PConc,GLQ,651.0,5,878,2004,2,4,1,Fin,644.0,3.0,257500,7
1245,2021,30,BrkSide,6,1950,Wd Sdng,Wd Sdng,0.0,3,BrkTil,Unf,0.0,3,986,986,1,3,1,Unf,180.0,3.0,102000,81
1246,2032,45,IDOTRR,7,1950,Wd Sdng,Wd Sdng,0.0,3,PConc,Unf,0.0,5,1108,1108,1,4,1,Unf,280.0,3.0,139400,77
1247,2604,50,OldTown,3,1950,Wd Sdng,Wd Sdng,0.0,3,PConc,Unf,0.0,3,694,1214,1,3,0,Unf,936.0,3.0,105000,91
1248,1615,20,NAmes,8,1970,Wd Sdng,Wd Sdng,0.0,4,PConc,ALQ,351.0,5,2217,2217,2,4,1,Unf,621.0,3.0,268000,37
1249,2736,80,Edwards,6,1966,Plywood,Plywood,0.0,4,CBlock,Unf,0.0,3,1575,2201,2,4,1,Unf,432.0,4.0,274970,40
1250,473,120,Blmngtn,7,2006,VinylSd,VinylSd,16.0,4,PConc,GLQ,16.0,5,1220,1220,2,4,1,Fin,397.0,3.0,180000,4
1251,1316,70,OldTown,7,2005,MetalSd,MetalSd,0.0,3,BrkTil,Rec,141.0,5,689,1378,2,4,1,Unf,360.0,3.0,161000,80
1252,244,20,Edwards,4,2006,MetalSd,MetalSd,0.0,3,CBlock,None,0.0,5,930,930,1,4,0,Unf,308.0,3.0,84900,64
1253,152,190,NAmes,5,1958,MetalSd,MetalSd,0.0,3,CBlock,Rec,532.0,3,988,988,1,3,0,Unf,264.0,3.0,119000,52
1254,1588,20,Timber,8,2006,VinylSd,VinylSd,674.0,4,PConc,GLQ,1571.0,5,1964,1964,2,4,1,Fin,892.0,3.0,370000,3
1255,2111,20,CollgCr,7,2006,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1270,1270,2,4,0,RFn,524.0,3.0,175900,2
1256,813,90,SawyerW,5,1979,Plywood,Plywood,0.0,3,Slab,None,0.0,3,1120,2240,2,3,0,Unf,528.0,3.0,142953,30
1257,1854,120,Veenker,8,1995,BrkFace,BrkFace,0.0,4,PConc,LwQ,457.0,5,1494,1494,1,4,1,Fin,478.0,3.0,279700,13
